"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"275"	"Basal transcription factors"	41	-0.30013	0.48796	0.7599	0.30013	0.52762	1	6.9614	0.49046	0.60202	21	4.8217	0.72369	0.84705	20	5.0265	0.33193	0.54145
"276"	"Basal cell carcinoma"	53	0.97178	0.29085	0.53868	-0.97178	0.72403	1	3.4993	0.96486	1	29	2.1807	0.9849	0.9975	24	2.8031	0.83729	0.92605
"277"	"Bacterial invasion of epithelial cells"	66	20.657	0	0	-20.154	1	1	24.943	1.2745e-13	9.9732e-12	52	25.008	2.9428e-12	1.1366e-10	14	5.9619	0.12342	0.29533
"278"	"B cell receptor signaling pathway"	68	10.279	6.1532e-06	3.0571e-05	-10.279	0.99999	1	16.736	0.00021859	0.00079557	46	15.4	0.0024181	0.009458	22	7.1539	0.092015	0.24832
"279"	"Axon guidance"	171	7.3733	0.00084959	0.0031658	-7.2719	0.99922	1	23.753	6.2388e-06	3.5504e-05	97	20.105	0.00080672	0.0036127	74	13.089	0.0072452	0.04361
"280"	"Autophagy - other"	30	-1.9611	0.76357	0.99665	1.9611	0.25422	1	7.1142	0.28604	0.38425	13	4.332	0.56055	0.74457	17	5.6625	0.20906	0.40823
"281"	"Autophagy - animal"	126	1.366	0.2194	0.42654	-1.2854	0.78928	1	18.188	0.0017966	0.0049763	61	14.415	0.04035	0.097408	65	11.358	0.034927	0.14126
"282"	"Autoimmune thyroid disease"	50	2.28	0.1395	0.29704	-2.2815	0.86823	1	-0.18508	0.9997	1	26	1.4797	0.98369	0.9975	24	-1.8072	0.99953	1
"283"	"Asthma"	19	1.9424	0.18559	0.37721	-1.9424	0.82004	1	1.1574	0.94083	0.99487	11	1.9139	0.84199	0.9226	8	-0.46058	0.9403	0.99106
"284"	"Ascorbate and aldarate metabolism"	26	-0.93933	0.6053	0.84959	0.93933	0.40787	1	2.0646	0.9271	0.98702	9	3.3952	0.60586	0.78004	16	2.1378	0.78318	0.90274
"285"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	70	0.77081	0.29299	0.53945	-0.7708	0.72425	1	13.949	0.013739	0.029863	32	12.192	0.01722	0.047509	37	9.197	0.04234	0.15967
"286"	"Arginine biosynthesis"	18	1.5195	0.24428	0.4634	-1.5195	0.7606	1	6.697	0.16061	0.25136	11	4.7498	0.42521	0.64724	7	4.785	0.12618	0.29683
"287"	"Arginine and proline metabolism"	47	0.4408	0.36493	0.64035	-0.21573	0.61984	1	16.084	3.5693e-05	0.00017188	21	12.414	0.0024666	0.0095273	26	10.469	0.0019833	0.020025
"288"	"Arachidonic acid metabolism"	83	-2.4148	0.77469	0.99785	2.5218	0.23121	0.99137	5.7791	0.95621	1	29	4.6729	0.86245	0.93181	54	3.7404	0.94468	0.99223
"289"	"Apoptosis - multiple species"	30	4.3865	0.026858	0.075058	-4.3865	0.97331	1	11.872	0.003924	0.0098256	16	11.188	0.0051158	0.01817	14	5.4186	0.18708	0.37535
"290"	"Apoptosis"	132	13.543	1.5109e-09	1.6308e-08	-13.543	1	1	25.036	2.3903e-09	4.1566e-08	77	25.564	4.3196e-10	1.1123e-08	55	8.537	0.19305	0.38488
"291"	"Apelin signaling pathway"	136	6.8087	0.0013274	0.0048309	-6.451	0.99816	1	20.551	0.00017087	0.00066028	75	18.353	0.0012864	0.0052999	61	10.336	0.069134	0.2331
"292"	"Antigen processing and presentation"	71	4.3947	0.02057	0.060739	-4.1965	0.9764	1	6.6699	0.83592	0.89604	35	8.3729	0.39588	0.63381	36	1.1111	0.9904	1
"293"	"Antifolate resistance"	29	6.4622	0.0025639	0.008723	-6.4615	0.99759	1	11.496	0.0040351	0.0099448	16	12.43	0.00095107	0.0041983	13	3.38	0.51564	0.68778
"294"	"Amyotrophic lateral sclerosis (ALS)"	50	2.8155	0.097909	0.2189	-2.8155	0.90778	1	11.256	0.047867	0.089715	23	10.863	0.028263	0.070429	27	5.2921	0.4134	0.60749
"295"	"Amphetamine addiction"	63	-0.60981	0.52822	0.76672	0.60981	0.49139	1	13.194	0.015618	0.033255	27	10.189	0.06697	0.14995	36	8.6306	0.067616	0.23257
"296"	"Amoebiasis"	94	14.783	5.3078e-10	6.1531e-09	-13.835	1	1	22.324	1.6322e-07	1.5026e-06	57	23.864	9.0908e-10	2.1608e-08	37	5.9638	0.45298	0.63163
"297"	"Aminoacyl-tRNA biosynthesis"	43	-0.56955	0.52909	0.76672	0.56955	0.48861	1	12.843	0.0039783	0.0098826	18	11.151	0.0091246	0.02877	25	7.3817	0.084192	0.23957
"298"	"Amino sugar and nucleotide sugar metabolism"	48	3.1121	0.082183	0.19416	-3.1121	0.92291	1	9.1297	0.22169	0.32274	29	7.6191	0.42833	0.6479	19	5.0982	0.31105	0.52626
"299"	"Alzheimers disease"	160	-16.102	1	1	16.26	1.5943e-10	9.9804e-09	25.056	1.2462e-07	1.219e-06	39	10.897	0.12241	0.24885	121	22.626	7.0081e-10	3.6559e-08
"300"	"Allograft rejection"	47	2.3133	0.13129	0.28341	-2.3149	0.87889	1	0.24329	0.99912	1	25	1.5697	0.98489	0.9975	22	-1.3177	0.99792	1
"301"	"Aldosterone-regulated sodium reabsorption"	36	0.12811	0.4173	0.69847	-0.12811	0.5944	1	7.2792	0.3314	0.43583	14	7.6064	0.12971	0.25973	22	3.2438	0.72819	0.87438
"302"	"Aldosterone synthesis and secretion"	83	-0.49624	0.49604	0.7599	0.49624	0.52687	1	9.5812	0.51767	0.62803	39	7.1245	0.68492	0.82717	44	6.4518	0.46953	0.6435
"303"	"Alcoholism"	177	-1.7673	0.64767	0.88912	1.7675	0.38934	1	9.7829	0.97008	1	66	11.869	0.31373	0.53858	105	8.0988	0.78914	0.90463
"304"	"Alanine, aspartate and glutamate metabolism"	35	-3.3486	0.88454	1	3.3486	0.12371	0.704	9.624	0.070481	0.12534	17	3.9141	0.7672	0.8757	18	9.6163	0.0031896	0.025599
"305"	"African trypanosomiasis"	32	7.7406	0.00062366	0.0023806	-7.7399	0.99937	1	7.6602	0.22041	0.32238	21	9.4902	0.066799	0.14995	11	-0.047334	0.9404	0.99106
"306"	"Adrenergic signaling in cardiomyocytes"	140	-1.9544	0.69811	0.9482	2.0649	0.31239	1	19.361	0.0015045	0.0043202	62	14.564	0.032248	0.07927	77	13.973	0.0024151	0.021598
"307"	"Adipocytokine signaling pathway"	70	2.4679	0.10607	0.23547	-2.4675	0.90154	1	15.12	0.0032654	0.0084998	33	13.359	0.0071351	0.023707	37	8.1804	0.11139	0.28345
"308"	"Adherens junction"	70	10.147	4.7375e-06	2.4309e-05	-9.9125	0.99999	1	19.017	4.6326e-06	2.6852e-05	43	18.236	1.9383e-05	0.00013309	27	7.6057	0.083299	0.2392
"309"	"Acute myeloid leukemia"	54	6.723	0.0013014	0.0047924	-6.7233	0.99863	1	13.582	0.0034047	0.008664	34	12.454	0.019459	0.051408	20	6.0799	0.16307	0.34726
"310"	"AMPK signaling pathway"	121	0.31832	0.3436	0.61106	-0.31832	0.68066	1	17.698	0.0031068	0.008241	60	12.761	0.13372	0.26486	61	12.271	0.0062316	0.039806
"311"	"AGE-RAGE signaling pathway in diabetic complications"	99	12.371	3.5725e-08	3.0221e-07	-12.195	1	1	22.372	7.2347e-08	7.5482e-07	61	22.103	1.96e-07	2.0188e-06	38	8.1061	0.10732	0.28013
"312"	"ABC transporters"	44	-8.4332	0.999	1	8.4332	0.001258	0.01875	12.202	0.0097224	0.021998	11	4.9577	0.3913	0.63304	33	11.228	0.0014924	0.016459
"313"	"2-Oxocarboxylic acid metabolism"	17	-6.6498	0.99627	1	6.6498	0.004635	0.055798	7.3105	0.08897	0.15217	3	1.5058	0.62312	0.78745	14	7.3587	0.032128	0.13776
