"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"276"	"Basal cell carcinoma"	53	1.4728	0.29302	0.45857	-1.4728	0.71045	1	0.66859	0.60316	0.74229	25	2.7182	0.32469	0.54758	28	-1.6487	0.94634	1
"277"	"Bacterial invasion of epithelial cells"	66	11.241	4.1311e-13	9.9465e-12	-11.241	1	1	11.351	1.7624e-10	4.597e-09	46	13.157	1.2357e-10	2.9656e-09	20	0.6679	0.35295	0.88229
"278"	"B cell receptor signaling pathway"	68	6.196	0.00013168	0.00053528	-6.196	0.99989	1	6.0579	0.0018276	0.00681	43	7.1965	0.0020942	0.0080666	25	0.55289	0.43165	0.93232
"279"	"Axon guidance"	171	6.2813	0.00027445	0.0010874	-6.2813	0.99974	1	9.38	2.3634e-06	2.034e-05	91	10.922	7.0117e-06	6.2505e-05	80	2.0646	0.10303	0.5507
"280"	"Autophagy - other"	30	-2.4385	0.97665	1	2.4385	0.023047	0.33388	1.861	0.27578	0.4316	12	-0.72766	0.89294	0.93803	18	2.9967	0.014879	0.20054
"281"	"Autophagy - animal"	126	0.79387	0.57702	0.76206	-0.79387	0.42545	1	6.1659	0.0036939	0.012705	65	4.4441	0.21383	0.39477	61	4.2742	0.00069115	0.051851
"282"	"Autoimmune thyroid disease"	50	2.9617	0.055527	0.12879	-2.9617	0.94588	1	-1.5768	0.95991	0.98833	29	1.3087	0.67192	0.82212	21	-3.971	0.99957	1
"283"	"Asthma"	19	2.0466	0.12483	0.23679	-2.0466	0.8763	1	-1.5323	0.91315	0.95825	13	-0.32216	0.8238	0.92124	6	-2.2526	0.9782	1
"284"	"Ascorbate and aldarate metabolism"	26	4.8307	0.0011801	0.0040606	-4.8307	0.99887	1	2.3268	0.1738	0.31627	15	5.877	0.0048701	0.016883	10	-0.84981	0.81051	1
"285"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	70	3.1349	0.064355	0.14086	-3.1349	0.93741	1	3.3311	0.1108	0.22762	31	6.8875	0.0038583	0.013679	38	-0.36793	0.73082	1
"286"	"Arginine biosynthesis"	18	0.90428	0.36919	0.56096	-0.90428	0.63207	1	0.62283	0.52967	0.69367	7	2.3231	0.22999	0.4124	11	-1.0565	0.84585	1
"287"	"Arginine and proline metabolism"	47	2.5091	0.10153	0.19987	-2.509	0.90015	1	4.5087	0.018543	0.050035	22	5.6562	0.0093644	0.029813	25	0.87595	0.32991	0.87908
"288"	"Arachidonic acid metabolism"	83	3.1616	0.058326	0.13229	-3.1616	0.94352	1	0.54364	0.72853	0.83834	45	2.3797	0.56353	0.745	38	-1.7862	0.96493	1
"289"	"Apoptosis - multiple species"	30	2.1354	0.15417	0.28056	-2.1354	0.84891	1	4.4922	0.012269	0.034773	18	3.8882	0.080661	0.18642	12	2.3407	0.042253	0.32746
"290"	"Apoptosis"	132	7.8994	1.8898e-06	1.1375e-05	-7.8994	1	1	9.357	7.8275e-07	8.1667e-06	85	9.8864	0.00011564	0.0006291	47	2.3856	0.057079	0.38466
"291"	"Apelin signaling pathway"	136	6.8615	4.5833e-05	0.00020205	-6.6631	0.99993	1	7.3117	0.00036283	0.0017207	81	8.8938	0.00044046	0.0021813	55	0.70453	0.44029	0.93232
"292"	"Antigen processing and presentation"	71	7.2633	3.4155e-06	1.8756e-05	-6.1007	0.9999	1	3.6431	0.070736	0.16044	47	6.008	0.021538	0.06	24	-2.1415	0.97565	1
"293"	"Antifolate resistance"	29	2.7479	0.06709	0.14522	-2.7479	0.93391	1	3.1017	0.072976	0.16315	17	3.1073	0.16247	0.32083	12	1.1233	0.2348	0.78846
"294"	"Amyotrophic lateral sclerosis (ALS)"	50	1.9967	0.17625	0.31524	-1.9967	0.82626	1	2.8942	0.13713	0.26659	27	3.0802	0.23957	0.42543	23	0.92995	0.30607	0.83539
"295"	"Amphetamine addiction"	63	5.0367	0.0018262	0.0060167	-5.0367	0.99831	1	3.6999	0.061435	0.14244	37	5.2942	0.036236	0.094842	26	-0.55628	0.76398	1
"296"	"Amoebiasis"	94	10.009	6.8501e-11	1.021e-09	-10.009	1	1	9.995	1.1318e-08	1.7713e-07	58	12.831	1.116e-09	2.1762e-08	36	-0.13556	0.62933	1
"297"	"Aminoacyl-tRNA biosynthesis"	43	-3.158	0.99515	1	3.158	0.0048154	0.14789	2.0656	0.25731	0.41091	17	-1.6854	0.97619	0.98887	26	4.0193	0.0015145	0.067071
"298"	"Amino sugar and nucleotide sugar metabolism"	48	0.6579	0.50148	0.70461	-0.6579	0.50089	1	2.7185	0.16822	0.31156	20	3.5875	0.11709	0.24684	28	0.52741	0.42771	0.93232
"299"	"Alzheimers disease"	160	-0.54072	0.88863	1	0.54072	0.1127	0.92829	0.65149	0.80509	0.8873	70	0.42617	0.9417	0.96779	90	0.4928	0.49418	0.96349
"300"	"Allograft rejection"	47	3.01	0.054345	0.1279	-3.01	0.94685	1	-1.1026	0.91539	0.95825	28	1.2903	0.65152	0.80986	19	-3.3004	0.99799	1
"301"	"Aldosterone-regulated sodium reabsorption"	36	0.83313	0.42046	0.62357	-0.83313	0.58116	1	-0.27907	0.78567	0.87352	21	-0.50281	0.918	0.9484	15	0.16259	0.53619	0.97222
"302"	"Aldosterone synthesis and secretion"	83	1.9696	0.22767	0.37903	-1.9696	0.77572	1	2.7768	0.21192	0.36827	40	3.8762	0.20489	0.3851	43	0.11938	0.59264	1
"303"	"Alcoholism"	177	3.4845	0.05806	0.13229	-3.4845	0.94416	1	-4.19	0.99994	1	88	2.5535	0.72174	0.84338	83	-3.3414	0.99916	1
"304"	"Alanine, aspartate and glutamate metabolism"	35	0.24873	0.60147	0.77898	-0.24873	0.40045	1	1.5255	0.37459	0.53782	14	2.0154	0.35558	0.57187	21	0.32388	0.46002	0.94442
"305"	"African trypanosomiasis"	32	6.5162	2.706e-05	0.00012456	-6.5162	0.99998	1	4.6746	0.0088443	0.026876	23	6.1772	0.0056435	0.018731	9	-1.0604	0.84131	1
"306"	"Adrenergic signaling in cardiomyocytes"	140	3.2562	0.062824	0.13848	-3.2562	0.93867	1	3.6717	0.13301	0.26019	71	5.486	0.087773	0.19989	68	0.65821	0.4391	0.93232
"307"	"Adipocytokine signaling pathway"	70	2.1399	0.19503	0.3354	-2.1399	0.80788	1	6.777	0.0003985	0.0018077	37	6.1937	0.0098731	0.030641	33	3.3119	0.0090338	0.16473
"308"	"Adherens junction"	70	7.0816	1.7671e-05	8.7793e-05	-7.0816	0.99998	1	8.7875	2.1374e-06	1.9114e-05	45	9.6939	8.7715e-06	7.3965e-05	25	1.6987	0.1308	0.60233
"309"	"Acute myeloid leukemia"	54	4.8946	0.0023295	0.0072228	-4.8946	0.99776	1	4.3212	0.028946	0.074264	35	5.1319	0.043918	0.1105	19	0.31964	0.47092	0.95337
"310"	"AMPK signaling pathway"	121	2.0991	0.23789	0.3858	-2.0991	0.76518	1	7.1135	0.00044306	0.0019261	63	6.4874	0.019903	0.056453	58	3.5133	0.0049898	0.14167
"311"	"AGE-RAGE signaling pathway in diabetic complications"	99	9.2301	8.4802e-09	8.0433e-08	-9.2301	1	1	9.2352	4.6287e-07	5.3658e-06	66	10.55	3.7772e-06	3.5712e-05	33	1.0755	0.28497	0.81046
"312"	"ABC transporters"	44	-3.0352	0.99463	1	3.0352	0.0051975	0.14789	2.1886	0.24705	0.40274	13	0.95438	0.58111	0.75507	31	1.9893	0.084746	0.4609
"313"	"2-Oxocarboxylic acid metabolism"	17	-1.733	0.93214	1	1.733	0.067428	0.7035	0.36064	0.58361	0.73361	3	1.1071	0.40229	0.61341	14	-0.11509	0.63561	1
