"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"274"	"Base excision repair"	32	-1.6265	0.8174	1	1.6265	0.18699	0.42961	3.4008	0.0086022	0.024477	11	3.0508	0.042205	0.24077	21	1.99	0.031958	0.067612
"275"	"Basal transcription factors"	41	0.76171	0.16673	1	-0.76171	0.83311	0.96014	1.918	0.070516	0.1145	18	3.22	0.048137	0.2565	23	-0.28779	0.2792	0.34872
"276"	"Basal cell carcinoma"	53	-1.8633	0.84741	1	1.8633	0.15314	0.39218	-0.44141	0.45366	0.52752	19	0.33486	0.70116	0.87905	34	-0.80144	0.34455	0.42302
"277"	"Bacterial invasion of epithelial cells"	66	-0.57424	0.47402	1	0.57424	0.5277	0.76468	2.2612	0.041767	0.077816	27	2.5675	0.13884	0.43942	39	0.80525	0.091609	0.14686
"278"	"B cell receptor signaling pathway"	68	-3.9783	0.9953	1	3.9783	0.0050238	0.038479	5.5945	0.00014333	0.0010682	21	2.9608	0.080356	0.34709	47	4.7502	8.5048e-05	0.00088166
"279"	"Axon guidance"	171	-2.3165	0.85396	1	2.3165	0.15037	0.39218	4.6659	0.00037681	0.0024657	71	3.7103	0.089982	0.36234	100	2.9751	0.00058784	0.0033367
"280"	"Autophagy - other"	30	-1.0075	0.6778	1	1.0075	0.32332	0.56852	0.91637	0.17651	0.24446	14	0.1485	0.71238	0.88274	16	1.1159	0.10973	0.17063
"281"	"Autophagy - animal"	126	-2.9793	0.95336	1	2.9793	0.048889	0.18127	6.9508	6.2376e-07	1.9524e-05	53	3.915	0.042781	0.24077	73	5.796	1.2066e-06	3.4113e-05
"282"	"Autoimmune thyroid disease"	50	-3.4485	0.98597	1	3.4485	0.01564	0.078956	-0.19522	0.3804	0.45444	12	-0.11327	0.75704	0.8952	38	-0.16028	0.20248	0.26812
"283"	"Asthma"	19	-2.7307	0.97126	1	2.7307	0.028679	0.12643	-0.62367	0.53084	0.59303	3	0.099638	0.59329	0.81642	16	-0.72278	0.43419	0.50765
"284"	"Ascorbate and aldarate metabolism"	26	-2.7557	0.96866	1	2.7557	0.031365	0.13448	-1.3909	0.69683	0.74186	4	0.26616	0.52735	0.8072	21	0.12761	0.22558	0.29231
"285"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	70	1.2506	0.07221	0.77937	-1.2506	0.92804	1	1.2765	0.1081	0.16036	32	4.299	0.0060654	0.094316	37	-0.89267	0.36886	0.44811
"286"	"Arginine biosynthesis"	18	0.060284	0.38154	1	-0.060284	0.61901	0.82097	0.53479	0.29171	0.36522	8	0.69157	0.49828	0.78375	10	0.098937	0.28808	0.35803
"287"	"Arginine and proline metabolism"	47	-2.3593	0.93383	1	2.3593	0.067967	0.22142	2.5265	0.039996	0.076334	20	0.49554	0.6708	0.87655	27	2.9069	0.006204	0.018847
"288"	"Arachidonic acid metabolism"	83	-0.29305	0.38443	1	0.29305	0.61704	0.82097	2.1235	0.035254	0.0694	35	3.5299	0.033622	0.21886	48	-0.2219	0.18111	0.24596
"289"	"Apoptosis - multiple species"	30	-1.0422	0.68741	1	1.0422	0.3137	0.55474	-0.65894	0.49817	0.56089	9	0.89075	0.43135	0.7371	21	-1.3707	0.55207	0.62208
"290"	"Apoptosis"	132	-4.4663	0.99758	1	4.4663	0.0025958	0.027083	5.8857	1.7003e-05	0.00024437	49	2.7461	0.19222	0.51983	83	5.3124	4.1399e-06	7.5735e-05
"291"	"Apelin signaling pathway"	136	-1.6331	0.71839	1	1.6331	0.28611	0.52369	3.2806	0.0036321	0.012357	63	2.1708	0.38067	0.69641	73	2.461	0.0031368	0.011213
"292"	"Antigen processing and presentation"	71	-6.1416	0.99999	1	6.1416	5.9537e-06	0.00018635	4.5715	0.00064395	0.0037325	26	-0.26847	0.86616	0.9589	45	5.9463	3.9321e-06	7.5735e-05
"293"	"Antifolate resistance"	29	-0.92047	0.63756	1	0.92047	0.3659	0.59962	2.4834	0.033867	0.06795	12	1.7514	0.22772	0.56388	17	1.7721	0.050767	0.096863
"294"	"Amyotrophic lateral sclerosis (ALS)"	50	-1.2777	0.69896	1	1.2777	0.30742	0.54984	0.15333	0.30136	0.37136	24	-1.1835	0.96479	0.99349	26	1.3497	0.059369	0.10861
"295"	"Amphetamine addiction"	63	2.1447	0.014963	0.23416	-2.1447	0.98504	1	2.1405	0.038494	0.074836	37	2.4069	0.22637	0.56388	26	0.4607	0.1523	0.21827
"296"	"Amoebiasis"	94	-2.9171	0.95126	1	2.9171	0.050079	0.18127	1.5087	0.08132	0.12855	37	0.80286	0.6784	0.87905	57	1.2906	0.028646	0.063183
"297"	"Aminoacyl-tRNA biosynthesis"	43	-1.6851	0.80469	1	1.6851	0.19616	0.42961	2.8409	0.019356	0.045897	18	0.55557	0.64285	0.86176	25	3.2544	0.0062419	0.018847
"298"	"Amino sugar and nucleotide sugar metabolism"	48	-3.9324	0.99533	1	3.9324	0.0053168	0.038479	2.3879	0.031408	0.064204	13	0.94901	0.45094	0.75399	35	2.2181	0.017556	0.044388
"299"	"Alzheimers disease"	160	-3.1901	0.95046	1	3.1901	0.050072	0.18127	2.4127	0.01702	0.041297	70	-0.46975	0.97112	0.99349	90	3.6312	0.00013932	0.001111
"300"	"Allograft rejection"	47	-4.1626	0.99845	1	4.1626	0.0016629	0.019277	-0.75676	0.53587	0.59478	10	-1.0849	0.92411	0.98589	37	-0.28891	0.24555	0.3117
"301"	"Aldosterone-regulated sodium reabsorption"	36	-0.24186	0.44151	1	0.24186	0.5611	0.79468	-0.84605	0.57138	0.63195	12	1.9372	0.18669	0.51774	24	-2.406	0.73879	0.77623
"302"	"Aldosterone synthesis and secretion"	83	-1.9243	0.83487	1	1.9243	0.16855	0.40895	1.8483	0.050669	0.088601	34	1.2567	0.55874	0.8072	49	1.3587	0.035057	0.072327
"303"	"Alcoholism"	177	-2.5621	0.88528	1	2.5621	0.11754	0.34066	-6.4139	0.99925	1	64	0.47272	0.85742	0.9589	107	-3.8531	0.79092	0.82241
"304"	"Alanine, aspartate and glutamate metabolism"	35	-0.9662	0.6697	1	0.9662	0.33365	0.57705	1.0338	0.18431	0.25191	14	0.86804	0.49898	0.78375	21	0.62592	0.14741	0.21415
"305"	"African trypanosomiasis"	32	-3.4445	0.98976	1	3.4445	0.011196	0.064992	0.49923	0.26994	0.34505	12	-1.8681	0.98006	0.99934	20	2.0785	0.027213	0.060887
"306"	"Adrenergic signaling in cardiomyocytes"	140	3.6132	0.00013626	0.0053311	-3.6132	0.99986	1	3.501	0.0044049	0.014214	76	6.3023	0.00025869	0.013409	63	-0.66875	0.21914	0.28635
"307"	"Adipocytokine signaling pathway"	70	0.13721	0.27886	1	-0.13721	0.72224	0.89519	2.4346	0.026263	0.057086	32	3.1702	0.057528	0.27525	38	0.39509	0.12179	0.18298
"308"	"Adherens junction"	70	-2.5432	0.93525	1	2.5432	0.065625	0.21852	3.6967	0.0034258	0.012048	27	2.0905	0.24137	0.56784	43	3.06	0.0040255	0.013318
"309"	"Acute myeloid leukemia"	54	-1.1279	0.66586	1	1.1279	0.33738	0.57705	4.0687	0.0016287	0.0066926	21	3.4826	0.036608	0.22639	33	2.4266	0.011344	0.031785
"310"	"AMPK signaling pathway"	121	0.72674	0.10752	0.96758	-0.72674	0.89247	0.99766	6.78	1.8256e-06	4.7617e-05	62	5.7378	0.0019238	0.042675	59	3.8275	0.00032648	0.0022073
"311"	"AGE-RAGE signaling pathway in diabetic complications"	99	-2.4459	0.90552	1	2.4459	0.096869	0.29726	2.8759	0.01259	0.032568	44	0.75967	0.74199	0.89139	55	3.179	0.001431	0.00645
"312"	"ABC transporters"	44	-5.528	0.99996	1	5.528	4.1619e-05	0.00086845	6.3991	1.5604e-05	0.00024437	14	2.1018	0.16658	0.48873	30	6.3139	1.1329e-06	3.4113e-05
"313"	"2-Oxocarboxylic acid metabolism"	17	-0.11685	0.44192	1	0.11685	0.55935	0.79468	1.932	0.088305	0.13751	7	2.8223	0.042021	0.24077	10	0.15773	0.27606	0.34618
