"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"275"	"Basal transcription factors"	41	1.225	0.065243	0.52362	-1.225	0.93476	1	-2.2277	0.72415	0.83948	21	-0.20823	0.1367	0.3085	20	-2.9762	0.99305	1
"276"	"Basal cell carcinoma"	53	-1.7834	0.9448	1	1.7834	0.055198	0.28885	-0.071515	0.10081	0.19892	23	-1.3936	0.51679	0.69276	30	1.1252	0.085041	0.28297
"277"	"Bacterial invasion of epithelial cells"	66	-1.6461	0.93579	1	1.6461	0.064205	0.31899	2.1448	0.00072477	0.006279	33	-0.050243	0.065587	0.19243	33	3.0835	0.0009697	0.032233
"278"	"B cell receptor signaling pathway"	68	-2.0538	0.96482	1	2.0538	0.035181	0.23255	1.9882	0.00087008	0.0066121	30	-0.030061	0.070716	0.20177	38	2.6864	0.0037078	0.06445
"279"	"Axon guidance"	171	-1.6257	0.89364	1	1.6257	0.10636	0.38711	1.3388	0.0002602	0.0031552	81	-0.047051	0.0084074	0.049334	90	1.89	0.013261	0.11456
"280"	"Autophagy - other"	30	0.20165	0.36137	1	-0.20165	0.63863	0.9263	-0.89064	0.38511	0.53947	17	-0.73864	0.33795	0.5127	13	-0.50831	0.62823	0.84579
"281"	"Autophagy - animal"	126	0.70156	0.13565	0.80108	-0.70156	0.86435	1	2.296	4.9436e-05	0.001357	69	1.4939	0.00012694	0.0028199	57	1.77	0.023334	0.16191
"282"	"Autoimmune thyroid disease"	50	-1.6209	0.92892	1	1.6209	0.071082	0.32804	-3.029	0.86296	0.92297	20	-2.5713	0.8765	0.96342	30	-1.811	0.91409	1
"283"	"Asthma"	19	-3.0123	0.99797	1	3.0123	0.0020311	0.039734	0.9628	0.048729	0.11468	7	-1.7414	0.80015	0.92508	12	2.5415	0.0076801	0.086604
"284"	"Ascorbate and aldarate metabolism"	26	0.66711	0.2017	1	-0.66711	0.7983	0.99154	-6.3461	0.99998	1	16	-3.4222	0.9828	1	9	-3.4869	0.99815	1
"285"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	70	-0.93665	0.75217	1	0.93665	0.24783	0.58324	-1.3109	0.30388	0.45186	33	-1.0381	0.2712	0.45591	36	0.53421	0.22277	0.48449
"286"	"Arginine biosynthesis"	18	1.6768	0.043748	0.42791	-1.6768	0.95625	1	-0.41053	0.33612	0.49161	13	0.13299	0.13182	0.30726	5	-0.99337	0.78701	0.93065
"287"	"Arginine and proline metabolism"	47	0.27978	0.29778	1	-0.27978	0.70222	0.96196	-0.91844	0.30461	0.45186	25	-0.80079	0.26807	0.4531	22	-0.48878	0.59715	0.82961
"288"	"Arachidonic acid metabolism"	83	-0.43737	0.59081	1	0.43737	0.40919	0.73473	-4.0459	0.93077	0.98091	41	-3.2027	0.88288	0.96342	42	-2.5233	0.97119	1
"289"	"Apoptosis - multiple species"	30	0.085305	0.40653	1	-0.085305	0.59347	0.88879	-0.65133	0.31243	0.46128	16	-0.58681	0.299	0.47745	14	-0.32613	0.54571	0.7821
"290"	"Apoptosis"	132	-1.7123	0.92671	1	1.7123	0.073294	0.32804	0.26541	0.011002	0.040515	60	-0.74531	0.067367	0.19545	72	1.0397	0.10253	0.32209
"291"	"Apelin signaling pathway"	136	-0.56154	0.59245	1	0.56154	0.40755	0.73473	2.6075	1.134e-05	0.0010011	69	1.1205	0.00046807	0.0063291	67	2.5778	0.0033364	0.06445
"292"	"Antigen processing and presentation"	71	-1.768	0.94536	1	1.768	0.054638	0.28885	-1.4233	0.35812	0.51102	31	-1.6591	0.50978	0.69178	40	-0.43571	0.52629	0.76749
"293"	"Antifolate resistance"	29	-1.354	0.90469	1	1.354	0.095307	0.37421	-0.36568	0.26553	0.41349	15	-1.4022	0.60181	0.78757	14	0.92517	0.16127	0.41449
"294"	"Amyotrophic lateral sclerosis (ALS)"	50	0.37781	0.27947	1	-0.37781	0.72053	0.96353	-0.40082	0.16018	0.2898	24	0.42562	0.044223	0.16181	26	-0.96476	0.72611	0.90273
"295"	"Amphetamine addiction"	63	1.6665	0.026706	0.33436	-1.6665	0.97329	1	0.83965	0.016216	0.052327	36	1.3325	0.0032666	0.02499	27	-0.25608	0.50445	0.75119
"296"	"Amoebiasis"	94	-0.90486	0.75814	1	0.90486	0.24186	0.58324	0.55906	0.013847	0.04871	45	-0.2829	0.05432	0.17238	49	1.0454	0.10808	0.33063
"297"	"Aminoacyl-tRNA biosynthesis"	43	0.35428	0.2962	1	-0.35428	0.7038	0.96196	-0.43851	0.21658	0.3625	27	-1.7742	0.60106	0.78757	16	1.5859	0.067702	0.25883
"298"	"Amino sugar and nucleotide sugar metabolism"	48	-1.7479	0.95294	1	1.7479	0.047061	0.27793	-1.2441	0.38359	0.53947	20	-2.336	0.82596	0.94093	28	0.34539	0.28725	0.58
"299"	"Alzheimers disease"	160	-0.60445	0.57852	1	0.60445	0.42148	0.74533	-1.5207	0.13185	0.24861	82	-1.696	0.18413	0.36783	78	-0.43897	0.49039	0.75119
"300"	"Allograft rejection"	47	-1.9624	0.96859	1	1.9624	0.031411	0.21373	-2.8893	0.84696	0.92297	17	-2.4246	0.86195	0.96342	30	-1.7912	0.91116	1
"301"	"Aldosterone-regulated sodium reabsorption"	36	0.98688	0.11426	0.72174	-0.98688	0.88574	1	-0.55413	0.27389	0.42249	21	-0.046603	0.10654	0.26326	15	-0.80331	0.69375	0.87351
"302"	"Aldosterone synthesis and secretion"	83	-1.6063	0.92536	1	1.6063	0.074636	0.32804	0.43736	0.021368	0.063698	39	-0.59201	0.12056	0.28841	44	1.1581	0.09366	0.30342
"303"	"Alcoholism"	177	-0.19967	0.40805	1	0.19967	0.59195	0.88879	-8.3411	0.99997	1	92	-4.4331	0.93596	0.98339	79	-2.1594	0.94448	1
"304"	"Alanine, aspartate and glutamate metabolism"	35	2.1895	0.0087084	0.22714	-2.1895	0.99129	1	-1.4385	0.52985	0.66604	26	-0.5721	0.18467	0.36783	9	-1.8643	0.93121	1
"305"	"African trypanosomiasis"	32	-1.373	0.89391	1	1.373	0.10609	0.38711	-0.077427	0.15965	0.2898	11	0.31356	0.1355	0.3085	21	-0.32252	0.53561	0.77119
"306"	"Adrenergic signaling in cardiomyocytes"	140	1.5442	0.023436	0.30566	-1.5442	0.97656	1	2.277	2.7364e-05	0.0012235	74	3.2022	2.2798e-08	7.0901e-06	65	0.94338	0.11215	0.33224
"307"	"Adipocytokine signaling pathway"	70	-0.22441	0.48267	1	0.22441	0.51733	0.84336	0.33166	0.032429	0.085399	35	-0.18374	0.067874	0.19545	35	0.65278	0.19826	0.45673
"308"	"Adherens junction"	70	0.058044	0.37036	1	-0.058044	0.62964	0.9263	-0.37149	0.10105	0.19892	34	0.25914	0.033598	0.13749	36	-0.76985	0.66102	0.85804
"309"	"Acute myeloid leukemia"	54	-2.0899	0.97188	1	2.0899	0.028115	0.2	2.0611	0.0020554	0.011914	24	-0.23291	0.13306	0.30726	30	2.9735	0.00098155	0.032233
"310"	"AMPK signaling pathway"	121	0.98346	0.0957	0.69661	-0.98346	0.9043	1	1.9695	0.00036631	0.0042004	64	1.7597	8.7601e-05	0.0028199	57	1.0049	0.098663	0.31633
"311"	"AGE-RAGE signaling pathway in diabetic complications"	99	-1.5459	0.88895	1	1.5459	0.11105	0.39498	1.9906	0.00055076	0.0055609	40	1.7086	0.0003133	0.0046398	59	1.1717	0.082495	0.28297
"312"	"ABC transporters"	44	-1.5948	0.92244	1	1.5948	0.077557	0.32804	-0.76433	0.28855	0.43951	19	-1.6031	0.60886	0.79229	25	0.38353	0.29806	0.58453
"313"	"2-Oxocarboxylic acid metabolism"	17	1.3604	0.076071	0.58074	-1.3604	0.92393	1	-1.8184	0.75133	0.85515	11	-0.72082	0.42866	0.60598	6	-2.0848	0.95863	1
